nice: cannot set niceness: Permission denied
Precompiling packages...
    424.1 ms  ✓ Reexport
    461.5 ms  ✓ StatsAPI
    565.9 ms  ✓ ConstructionBase
    445.1 ms  ✓ CommonSolve
    610.7 ms  ✓ IterTools
   1383.4 ms  ✓ IrrationalConstants
   1016.3 ms  ✓ Combinatorics
    599.8 ms  ✓ StableTasks
    665.8 ms  ✓ Statistics
    546.6 ms  ✓ StaticArraysCore
    505.3 ms  ✓ ChunkSplitters
    896.6 ms  ✓ SuiteSparse_jll
    450.4 ms  ✓ IfElse
    704.8 ms  ✓ EnzymeCore
    516.4 ms  ✓ PtrArrays
    491.3 ms  ✓ TaskLocalValues
    547.5 ms  ✓ Mmap
    534.2 ms  ✓ ManualMemory
    529.6 ms  ✓ PositiveFactorizations
    505.2 ms  ✓ DataAPI
    417.9 ms  ✓ CommonWorldInvalidations
    824.6 ms  ✓ SciMLPublic
    426.1 ms  ✓ Future
    459.2 ms  ✓ FastPower
    444.6 ms  ✓ CompositionsBase
    518.2 ms  ✓ InverseFunctions
    661.9 ms  ✓ AbstractTrees
    526.9 ms  ✓ MuladdMacro
   2310.8 ms  ✓ ExproniconLite
    571.0 ms  ✓ EnumX
    739.7 ms  ✓ AbstractFFTs
   5641.5 ms  ✓ MacroTools
   1420.1 ms  ✓ InitialValues
    507.9 ms  ✓ ExprTools
    722.5 ms  ✓ OpenLibm_jll
    421.8 ms  ✓ ConcreteStructs
   1110.8 ms  ✓ FillArrays
    895.7 ms  ✓ SpatialIndexing
    660.7 ms  ✓ OrderedCollections
    487.2 ms  ✓ HashArrayMappedTries
    711.1 ms  ✓ ADTypes
    699.9 ms  ✓ Serialization
   1799.8 ms  ✓ Bessels
    689.5 ms  ✓ DocStringExtensions
    519.4 ms  ✓ FastClosures
    478.4 ms  ✓ SIMDTypes
    452.3 ms  ✓ IteratorInterfaceExtensions
    778.1 ms  ✓ Requires
    560.0 ms  ✓ LoggingExtras
    744.7 ms  ✓ CpuId
    582.5 ms  ✓ Compat
   1291.4 ms  ✓ InteractiveUtils
    916.7 ms  ✓ LazyArtifacts
    491.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    838.8 ms  ✓ Distances
    530.9 ms  ✓ DiffResults
    588.0 ms  ✓ AliasTables
   3764.7 ms  ✓ FunctionWrappers
    534.2 ms  ✓ Missings
    436.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    463.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2136.0 ms  ✓ Preferences
    615.5 ms  ✓ CommonSubexpressions
    534.5 ms  ✓ NaNMath
   1217.3 ms  ✓ ThreadingUtilities
    493.1 ms  ✓ ScopedValues
    508.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    414.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2066.3 ms  ✓ Jieko
    492.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1178.3 ms  ✓ DifferentiationInterface
   1911.1 ms  ✓ DataStructures
    440.2 ms  ✓ RuntimeGeneratedFunctions
    694.1 ms  ✓ LogExpFunctions
    597.2 ms  ✓ Adapt
    556.9 ms  ✓ Compat → CompatLinearAlgebraExt
   4078.7 ms  ✓ TimerOutputs
   2838.3 ms  ✓ Distributed
   1529.9 ms  ✓ Setfield
    497.8 ms  ✓ PrecompileTools
    567.3 ms  ✓ JLLWrappers
    627.8 ms  ✓ SciMLLogging
    600.0 ms  ✓ TruncatedStacktraces
   4687.4 ms  ✓ SparseArrays
   2623.8 ms  ✓ Accessors
    604.3 ms  ✓ SortingAlgorithms
    444.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    929.3 ms  ✓ QuadGK
    606.7 ms  ✓ ArrayInterface
    596.5 ms  ✓ GPUArraysCore
    438.2 ms  ✓ EnzymeCore → AdaptExt
    843.4 ms  ✓ ProgressMeter
   2005.2 ms  ✓ RecipesBase
    633.6 ms  ✓ Rmath_jll
    774.8 ms  ✓ OpenSpecFun_jll
   1385.6 ms  ✓ IntelOpenMP_jll
  10114.3 ms  ✓ Test
   1356.8 ms  ✓ oneTBB_jll
    850.8 ms  ✓ FFTW_jll
    735.2 ms  ✓ Statistics → SparseArraysExt
    845.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    703.9 ms  ✓ SuiteSparse
  10917.3 ms  ✓ Moshi
    578.3 ms  ✓ Distances → DistancesSparseArraysExt
    632.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    574.8 ms  ✓ Adapt → AdaptSparseArraysExt
    594.0 ms  ✓ Accessors → LinearAlgebraExt
   4754.0 ms  ✓ FunctionWrappersWrappers
    763.7 ms  ✓ FastBroadcast
    489.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    850.9 ms  ✓ MaybeInplace
    696.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    793.4 ms  ✓ SciMLStructures
    510.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1604.3 ms  ✓ PreallocationTools
    546.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    879.9 ms  ✓ Rmath
    725.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15938.3 ms  ✓ StaticArrays
    618.0 ms  ✓ Accessors → TestExt
   2753.2 ms  ✓ SpecialFunctions
   1390.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1364.5 ms  ✓ MKL_jll
    987.4 ms  ✓ PDMats
    862.7 ms  ✓ BangBang
   2887.1 ms  ✓ StatsBase
    808.4 ms  ✓ FiniteDiff
