nice: cannot set niceness: Permission denied
Precompiling packages...
    426.2 ms  ✓ Reexport
    452.3 ms  ✓ StatsAPI
    531.2 ms  ✓ ConstructionBase
    415.1 ms  ✓ CommonSolve
    596.6 ms  ✓ IterTools
   1331.2 ms  ✓ IrrationalConstants
    555.4 ms  ✓ StableTasks
   1048.5 ms  ✓ Combinatorics
    653.5 ms  ✓ Statistics
    520.9 ms  ✓ StaticArraysCore
    496.7 ms  ✓ ChunkSplitters
    453.9 ms  ✓ IfElse
    840.0 ms  ✓ SuiteSparse_jll
    719.8 ms  ✓ EnzymeCore
    480.9 ms  ✓ PtrArrays
    460.0 ms  ✓ TaskLocalValues
    529.8 ms  ✓ Mmap
    506.8 ms  ✓ ManualMemory
    548.1 ms  ✓ PositiveFactorizations
    486.2 ms  ✓ DataAPI
    415.7 ms  ✓ CommonWorldInvalidations
    838.9 ms  ✓ SciMLPublic
    412.3 ms  ✓ Future
    414.3 ms  ✓ FastPower
    434.6 ms  ✓ CompositionsBase
    528.5 ms  ✓ InverseFunctions
    656.4 ms  ✓ AbstractTrees
    526.2 ms  ✓ MuladdMacro
    723.4 ms  ✓ AbstractFFTs
   2338.3 ms  ✓ ExproniconLite
    580.0 ms  ✓ EnumX
   5522.2 ms  ✓ MacroTools
   1400.0 ms  ✓ InitialValues
    499.7 ms  ✓ ExprTools
    696.7 ms  ✓ OpenLibm_jll
    427.3 ms  ✓ ConcreteStructs
   1096.9 ms  ✓ FillArrays
    905.9 ms  ✓ SpatialIndexing
    659.8 ms  ✓ OrderedCollections
    490.2 ms  ✓ HashArrayMappedTries
    708.8 ms  ✓ ADTypes
    697.1 ms  ✓ Serialization
   1776.9 ms  ✓ Bessels
    674.2 ms  ✓ DocStringExtensions
    490.7 ms  ✓ FastClosures
    430.8 ms  ✓ SIMDTypes
    432.0 ms  ✓ IteratorInterfaceExtensions
    772.1 ms  ✓ Requires
    569.9 ms  ✓ LoggingExtras
    750.3 ms  ✓ CpuId
    581.9 ms  ✓ Compat
   1276.2 ms  ✓ InteractiveUtils
    875.9 ms  ✓ LazyArtifacts
    513.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    550.1 ms  ✓ DiffResults
    834.1 ms  ✓ Distances
    565.6 ms  ✓ AliasTables
   3699.5 ms  ✓ FunctionWrappers
    505.5 ms  ✓ Missings
    410.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    434.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2213.2 ms  ✓ Preferences
    588.9 ms  ✓ CommonSubexpressions
   1198.1 ms  ✓ ThreadingUtilities
    522.1 ms  ✓ NaNMath
    493.2 ms  ✓ FillArrays → FillArraysStatisticsExt
    494.0 ms  ✓ ScopedValues
    404.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    489.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1995.1 ms  ✓ Jieko
   1149.5 ms  ✓ DifferentiationInterface
   1813.2 ms  ✓ DataStructures
    434.5 ms  ✓ RuntimeGeneratedFunctions
    685.8 ms  ✓ LogExpFunctions
    590.7 ms  ✓ Adapt
    534.5 ms  ✓ Compat → CompatLinearAlgebraExt
   4138.2 ms  ✓ TimerOutputs
    482.3 ms  ✓ FunctionWrappersWrappers
   2767.6 ms  ✓ Distributed
    453.5 ms  ✓ PrecompileTools
   1558.6 ms  ✓ Setfield
    554.0 ms  ✓ JLLWrappers
    600.9 ms  ✓ SciMLLogging
    578.6 ms  ✓ TruncatedStacktraces
   4456.4 ms  ✓ SparseArrays
    555.3 ms  ✓ SortingAlgorithms
   2578.7 ms  ✓ Accessors
    488.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1007.7 ms  ✓ QuadGK
    600.9 ms  ✓ ArrayInterface
    426.4 ms  ✓ EnzymeCore → AdaptExt
    571.6 ms  ✓ GPUArraysCore
    777.1 ms  ✓ ProgressMeter
   1898.6 ms  ✓ RecipesBase
    610.9 ms  ✓ Rmath_jll
    739.1 ms  ✓ OpenSpecFun_jll
   1368.7 ms  ✓ IntelOpenMP_jll
   9806.8 ms  ✓ Test
   1287.8 ms  ✓ oneTBB_jll
    717.0 ms  ✓ FFTW_jll
    726.8 ms  ✓ Statistics → SparseArraysExt
    852.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
    695.5 ms  ✓ SuiteSparse
    693.8 ms  ✓ Distances → DistancesSparseArraysExt
    753.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    711.2 ms  ✓ Adapt → AdaptSparseArraysExt
    541.7 ms  ✓ Accessors → LinearAlgebraExt
  10897.7 ms  ✓ Moshi
    428.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    714.3 ms  ✓ MaybeInplace
    601.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    789.7 ms  ✓ SciMLStructures
    517.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    507.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1617.8 ms  ✓ PreallocationTools
    899.5 ms  ✓ Rmath
    703.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2914.0 ms  ✓ SpecialFunctions
   1585.5 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    712.3 ms  ✓ Accessors → TestExt
  15480.3 ms  ✓ StaticArrays
   1288.6 ms  ✓ MKL_jll
    823.5 ms  ✓ PDMats
    712.4 ms  ✓ BangBang
   2569.2 ms  ✓ StatsBase
    866.6 ms  ✓ FiniteDiff
   1996.8 ms  ✓ SciMLOperators
    698.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3311.4 ms  ✓ Roots
   1360.4 ms  ✓ SymbolicIndexingInterface
    786.3 ms  ✓ DiffRules
   1225.5 ms  ✓ HypergeometricFunctions
    697.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    759.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    856.0 ms  ✓ FillArrays → FillArraysStaticArraysExt
    772.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    700.3 ms  ✓ Adapt → AdaptStaticArraysExt
    738.5 ms  ✓ Accessors → StaticArraysExt
    783.1 ms  ✓ FillArrays → FillArraysPDMatsExt
   1086.5 ms  ✓ OhMyThreads
    773.8 ms  ✓ BangBang → BangBangStaticArraysExt
    798.2 ms  ✓ PDMats → StatsBaseExt
    698.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  23484.4 ms  ✓ Static
    591.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    508.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    491.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    621.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1795.3 ms  ✓ StatsFuns
   4351.2 ms  ✓ ForwardDiff
    949.8 ms  ✓ OhMyThreads → MarkdownExt
   5558.0 ms  ✓ RecursiveArrayTools
    692.7 ms  ✓ BitTwiddlingConvenienceFunctions
   1495.9 ms  ✓ CPUSummary
    628.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   7304.1 ms  ✓ NearestNeighbors
  26416.7 ms  ✓ Polynomials
    861.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    598.4 ms  ✓ FastPower → FastPowerForwardDiffExt
    787.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  14646.0 ms  ✓ FFTW
    564.1 ms  ✓ Roots → RootsForwardDiffExt
   1386.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    727.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    583.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    621.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   6526.8 ms  ✓ StaticArrayInterface
    698.3 ms  ✓ PolyesterWeave
   5670.1 ms  ✓ Distributions
    948.2 ms  ✓ Neighborhood
    935.9 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
    856.7 ms  ✓ NLSolversBase
   1627.7 ms  ✓ Clustering
    649.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    905.2 ms  ✓ Polynomials → PolynomialsFFTWExt
    528.3 ms  ✓ CloseOpenIntervals
    599.8 ms  ✓ LayoutPointers
    921.9 ms  ✓ StateSpaceSets
   1223.6 ms  ✓ Distributions → DistributionsTestExt
    916.1 ms  ✓ LineSearches
    814.2 ms  ✓ StrideArraysCore
   1747.7 ms  ✓ DelayEmbeddings
   2474.8 ms  ✓ DSP
    684.6 ms  ✓ Polyester
   4441.8 ms  ✓ BlackBoxOptim
   2568.7 ms  ✓ Optim
    761.0 ms  ✓ FastBroadcast
