nice: cannot set niceness: Permission denied
Precompiling packages...
    435.2 ms  ✓ Reexport
    495.2 ms  ✓ TensorCore
    541.6 ms  ✓ MappedArrays
    609.0 ms  ✓ ConstructionBase
    446.3 ms  ✓ DataValueInterfaces
    489.9 ms  ✓ StatsAPI
    435.3 ms  ✓ CRC32c
    530.2 ms  ✓ RoundingEmulator
    588.4 ms  ✓ Observables
   1309.6 ms  ✓ IrrationalConstants
    499.2 ms  ✓ PolygonOps
    674.0 ms  ✓ IterTools
   1361.8 ms  ✓ Format
    584.2 ms  ✓ IntervalSets
    519.8 ms  ✓ CEnum
    526.2 ms  ✓ Contour
    544.1 ms  ✓ Inflate
    729.4 ms  ✓ TranscodingStreams
    500.5 ms  ✓ LaTeXStrings
    554.4 ms  ✓ StaticArraysCore
    645.8 ms  ✓ Statistics
    531.3 ms  ✓ StableRNGs
    527.0 ms  ✓ PtrArrays
    969.6 ms  ✓ SuiteSparse_jll
    602.1 ms  ✓ Mmap
   4501.3 ms  ✓ MacroTools
    566.6 ms  ✓ DataAPI
    649.9 ms  ✓ LazyModules
   1552.6 ms  ✓ AdaptivePredicates
    532.1 ms  ✓ InverseFunctions
   1027.2 ms  ✓ Grisu
    664.1 ms  ✓ AbstractTrees
    479.0 ms  ✓ MuladdMacro
    509.1 ms  ✓ EnumX
    621.2 ms  ✓ AbstractFFTs
    594.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    482.8 ms  ✓ IntegerMathUtils
    478.5 ms  ✓ IndirectArrays
    514.1 ms  ✓ TriplotBase
    581.9 ms  ✓ Extents
    507.1 ms  ✓ RangeArrays
   1119.9 ms  ✓ FillArrays
    696.3 ms  ✓ OrderedCollections
    699.3 ms  ✓ Serialization
    600.3 ms  ✓ DocStringExtensions
    451.2 ms  ✓ IteratorInterfaceExtensions
    821.4 ms  ✓ Requires
   1283.1 ms  ✓ OffsetArrays
    629.2 ms  ✓ Scratch
   1431.1 ms  ✓ InteractiveUtils
    606.5 ms  ✓ Compat
    845.8 ms  ✓ StructUtils
    444.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    549.8 ms  ✓ IntervalSets → IntervalSetsRandomExt
   3623.2 ms  ✓ BaseDirs
    516.4 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2121.8 ms  ✓ Preferences
    442.6 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2527.4 ms  ✓ PkgVersion
   1234.4 ms  ✓ SignedDistanceFields
    519.3 ms  ✓ AliasTables
    544.5 ms  ✓ Missings
    712.9 ms  ✓ OpenLibm_jll
    595.3 ms  ✓ Showoff
    631.6 ms  ✓ Primes
    576.8 ms  ✓ FillArrays → FillArraysStatisticsExt
    598.3 ms  ✓ NaNMath
   2887.8 ms  ✓ FixedPointNumbers
    712.1 ms  ✓ LogExpFunctions
    417.9 ms  ✓ TableTraits
    461.7 ms  ✓ Ratios
    508.8 ms  ✓ Adapt
    489.1 ms  ✓ PaddedViews
   2492.1 ms  ✓ Distributed
    500.1 ms  ✓ StackViews
    622.2 ms  ✓ RelocatableFolders
    730.0 ms  ✓ SimpleTraits
    451.7 ms  ✓ Compat → CompatLinearAlgebraExt
   4127.5 ms  ✓ SparseArrays
    897.4 ms  ✓ AxisArrays
    571.7 ms  ✓ PrecompileTools
    745.0 ms  ✓ JLLWrappers
