nice: cannot set niceness: Permission denied
Precompiling packages...
    446.0 ms  ✓ Reexport
    512.6 ms  ✓ TensorCore
    540.0 ms  ✓ MappedArrays
    612.1 ms  ✓ ConstructionBase
    440.1 ms  ✓ DataValueInterfaces
    500.5 ms  ✓ StatsAPI
    468.8 ms  ✓ CRC32c
    498.6 ms  ✓ RoundingEmulator
    602.9 ms  ✓ Observables
   1316.8 ms  ✓ IrrationalConstants
    513.0 ms  ✓ PolygonOps
    649.4 ms  ✓ IterTools
   1358.3 ms  ✓ Format
    591.5 ms  ✓ IntervalSets
    503.1 ms  ✓ CEnum
    509.2 ms  ✓ Contour
    567.9 ms  ✓ Inflate
    715.0 ms  ✓ TranscodingStreams
    512.3 ms  ✓ LaTeXStrings
    586.7 ms  ✓ StaticArraysCore
    673.6 ms  ✓ Statistics
    601.1 ms  ✓ StableRNGs
    538.2 ms  ✓ PtrArrays
   1004.1 ms  ✓ SuiteSparse_jll
    649.0 ms  ✓ Mmap
   4514.6 ms  ✓ MacroTools
    576.9 ms  ✓ DataAPI
    649.3 ms  ✓ LazyModules
   1565.8 ms  ✓ AdaptivePredicates
   1006.3 ms  ✓ Grisu
    527.3 ms  ✓ InverseFunctions
    679.9 ms  ✓ AbstractTrees
    517.2 ms  ✓ MuladdMacro
    529.0 ms  ✓ EnumX
    634.2 ms  ✓ AbstractFFTs
    633.1 ms  ✓ Showoff
    468.9 ms  ✓ IntegerMathUtils
    556.7 ms  ✓ TriplotBase
    484.5 ms  ✓ IndirectArrays
    599.1 ms  ✓ Extents
   1185.3 ms  ✓ FillArrays
    534.3 ms  ✓ RangeArrays
    736.7 ms  ✓ OrderedCollections
    745.4 ms  ✓ Serialization
    657.0 ms  ✓ DocStringExtensions
    453.2 ms  ✓ IteratorInterfaceExtensions
    864.1 ms  ✓ Requires
    664.6 ms  ✓ Scratch
   1499.9 ms  ✓ OffsetArrays
   1484.1 ms  ✓ InteractiveUtils
    627.3 ms  ✓ Compat
    884.0 ms  ✓ StructUtils
    488.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    518.7 ms  ✓ IntervalSets → IntervalSetsRandomExt
   3714.3 ms  ✓ BaseDirs
    515.9 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2127.9 ms  ✓ Preferences
    445.4 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2704.0 ms  ✓ PkgVersion
   1267.5 ms  ✓ SignedDistanceFields
    533.5 ms  ✓ AliasTables
    558.8 ms  ✓ Missings
    600.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    770.9 ms  ✓ OpenLibm_jll
    650.1 ms  ✓ Primes
    589.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   2866.0 ms  ✓ FixedPointNumbers
    633.8 ms  ✓ LogExpFunctions
   1921.8 ms  ✓ DataStructures
    461.0 ms  ✓ TableTraits
    472.9 ms  ✓ Ratios
    536.3 ms  ✓ Adapt
   2523.9 ms  ✓ Distributed
    651.6 ms  ✓ RelocatableFolders
    489.1 ms  ✓ PaddedViews
    462.2 ms  ✓ StackViews
    750.9 ms  ✓ SimpleTraits
    450.1 ms  ✓ Compat → CompatLinearAlgebraExt
   4253.2 ms  ✓ SparseArrays
    583.2 ms  ✓ PrecompileTools
    935.1 ms  ✓ AxisArrays
    680.7 ms  ✓ JLLWrappers
   1118.6 ms  ✓ ComputePipeline
    642.8 ms  ✓ NaNMath
   4872.5 ms  ✓ FileIO
    454.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1239.6 ms  ✓ FFTA
   1443.7 ms  ✓ ColorTypes
    624.5 ms  ✓ SortingAlgorithms
    979.2 ms  ✓ QuadGK
    488.5 ms  ✓ Ratios → RatiosFixedPointNumbersExt
    982.8 ms  ✓ Tables
    461.0 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
    627.8 ms  ✓ SharedArrays
    508.1 ms  ✓ MosaicViews
    858.0 ms  ✓ ProgressMeter
    721.2 ms  ✓ WoodburyMatrices
   1188.0 ms  ✓ FilePathsBase
   1508.6 ms  ✓ ChainRulesCore
    792.6 ms  ✓ Statistics → SparseArraysExt
    744.5 ms  ✓ SuiteSparse
    917.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    810.2 ms  ✓ Adapt → AdaptSparseArraysExt
  20468.0 ms  ✓ Unitful
    881.6 ms  ✓ Libffi_jll
    934.1 ms  ✓ LZO_jll
    946.4 ms  ✓ EarCut_jll
   1067.7 ms  ✓ Bzip2_jll
   8953.1 ms  ✓ SIMD
   1117.5 ms  ✓ OpenBLASConsistentFPCSR_jll
   1235.3 ms  ✓ isoband_jll
   1454.1 ms  ✓ XZ_jll
   1339.8 ms  ✓ Rmath_jll
   1420.6 ms  ✓ OpenSpecFun_jll
   1043.5 ms  ✓ Xorg_xtrans_jll
   1337.0 ms  ✓ Opus_jll
   1288.2 ms  ✓ x265_jll
  14097.6 ms  ✓ StaticArrays
   1244.7 ms  ✓ libpng_jll
  14295.2 ms  ✓ Parsers
   1124.8 ms  ✓ CRlibm_jll
   1007.7 ms  ✓ Imath_jll
    940.3 ms  ✓ Libmount_jll
    920.5 ms  ✓ libfdk_aac_jll
    944.5 ms  ✓ Libuuid_jll
    975.6 ms  ✓ FriBidi_jll
   1014.4 ms  ✓ LERC_jll
   1015.8 ms  ✓ Xorg_libXau_jll
   1014.9 ms  ✓ Ogg_jll
   1019.4 ms  ✓ LAME_jll
    976.5 ms  ✓ Graphite2_jll
    984.6 ms  ✓ x264_jll
    966.2 ms  ✓ LLVMOpenMP_jll
   1001.2 ms  ✓ Libiconv_jll
    994.1 ms  ✓ libaom_jll
    960.8 ms  ✓ Xorg_libXdmcp_jll
    981.5 ms  ✓ Giflib_jll
    537.0 ms  ✓ ColorTypes → StyledStringsExt
    983.3 ms  ✓ Expat_jll
   1054.0 ms  ✓ JpegTurbo_jll
    848.3 ms  ✓ StructArrays
    578.7 ms  ✓ StructUtils → StructUtilsTablesExt
    586.9 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
