nice: cannot set niceness: Permission denied
Precompiling packages...
    516.9 ms  ✓ Reexport
    591.0 ms  ✓ TensorCore
    664.7 ms  ✓ MappedArrays
    752.6 ms  ✓ ConstructionBase
    574.1 ms  ✓ DataValueInterfaces
    593.9 ms  ✓ StatsAPI
    549.5 ms  ✓ CRC32c
    688.1 ms  ✓ Observables
    681.6 ms  ✓ RoundingEmulator
   1549.2 ms  ✓ IrrationalConstants
    553.8 ms  ✓ PolygonOps
   1582.5 ms  ✓ Format
    765.7 ms  ✓ IterTools
    692.8 ms  ✓ IntervalSets
    598.3 ms  ✓ CEnum
    601.9 ms  ✓ Contour
    667.7 ms  ✓ Inflate
    832.5 ms  ✓ TranscodingStreams
    595.5 ms  ✓ LaTeXStrings
    652.1 ms  ✓ StaticArraysCore
    723.3 ms  ✓ Statistics
    639.6 ms  ✓ StableRNGs
    599.1 ms  ✓ PtrArrays
   1101.0 ms  ✓ SuiteSparse_jll
    756.5 ms  ✓ Mmap
    739.9 ms  ✓ DataAPI
   5455.6 ms  ✓ MacroTools
   1761.7 ms  ✓ AdaptivePredicates
   1238.4 ms  ✓ Grisu
    823.4 ms  ✓ LazyModules
    718.7 ms  ✓ InverseFunctions
    762.5 ms  ✓ AbstractTrees
    569.8 ms  ✓ MuladdMacro
    595.4 ms  ✓ Showoff
    726.1 ms  ✓ AbstractFFTs
    513.1 ms  ✓ IntegerMathUtils
    807.1 ms  ✓ OpenLibm_jll
    577.3 ms  ✓ TriplotBase
    556.8 ms  ✓ IndirectArrays
   1189.4 ms  ✓ FillArrays
    536.9 ms  ✓ RangeArrays
    639.1 ms  ✓ Extents
    724.3 ms  ✓ OrderedCollections
    774.1 ms  ✓ Serialization
    670.6 ms  ✓ DocStringExtensions
    491.0 ms  ✓ IteratorInterfaceExtensions
    914.2 ms  ✓ Requires
    583.3 ms  ✓ Scratch
   1513.2 ms  ✓ OffsetArrays
    806.9 ms  ✓ StructUtils
   1620.1 ms  ✓ InteractiveUtils
