nice: cannot set niceness: Permission denied
Precompiling packages...
    494.0 ms  ✓ Reexport
    543.4 ms  ✓ TensorCore
    573.8 ms  ✓ MappedArrays
    627.7 ms  ✓ ConstructionBase
    447.1 ms  ✓ DataValueInterfaces
    434.4 ms  ✓ CRC32c
    489.6 ms  ✓ StatsAPI
    478.1 ms  ✓ RoundingEmulator
    574.6 ms  ✓ Observables
   1348.5 ms  ✓ IrrationalConstants
    518.5 ms  ✓ PolygonOps
    673.7 ms  ✓ IterTools
   1418.3 ms  ✓ Format
    572.4 ms  ✓ IntervalSets
    486.4 ms  ✓ CEnum
    529.3 ms  ✓ Inflate
    501.1 ms  ✓ Contour
    480.1 ms  ✓ LaTeXStrings
    674.3 ms  ✓ TranscodingStreams
    513.7 ms  ✓ StaticArraysCore
    626.8 ms  ✓ Statistics
    522.4 ms  ✓ StableRNGs
    458.3 ms  ✓ PtrArrays
    986.2 ms  ✓ SuiteSparse_jll
    519.1 ms  ✓ Mmap
    466.9 ms  ✓ DataAPI
    621.6 ms  ✓ LazyModules
   1418.0 ms  ✓ AdaptivePredicates
    931.5 ms  ✓ Grisu
    599.3 ms  ✓ InverseFunctions
    584.0 ms  ✓ EnumX
    729.6 ms  ✓ AbstractTrees
    739.1 ms  ✓ AbstractFFTs
   5963.2 ms  ✓ MacroTools
    962.3 ms  ✓ OpenLibm_jll
    597.2 ms  ✓ TriplotBase
    540.5 ms  ✓ IndirectArrays
    534.8 ms  ✓ Extents
    452.7 ms  ✓ RangeArrays
   1156.4 ms  ✓ FillArrays
    669.3 ms  ✓ OrderedCollections
    715.7 ms  ✓ Serialization
    620.0 ms  ✓ DocStringExtensions
    427.5 ms  ✓ IteratorInterfaceExtensions
    778.3 ms  ✓ Requires
    513.8 ms  ✓ Scratch
   1566.8 ms  ✓ OffsetArrays
    758.4 ms  ✓ StructUtils
   1437.4 ms  ✓ InteractiveUtils
    617.8 ms  ✓ Compat
    974.8 ms  ✓ LazyArtifacts
    565.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4191.9 ms  ✓ BaseDirs
    505.1 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2441.3 ms  ✓ Preferences
    464.5 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
    432.8 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2987.2 ms  ✓ PkgVersion
    538.6 ms  ✓ AliasTables
    542.6 ms  ✓ Missings
    469.7 ms  ✓ Showoff
    452.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    532.9 ms  ✓ NaNMath
    478.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   3093.1 ms  ✓ FixedPointNumbers
   1827.4 ms  ✓ DataStructures
    409.1 ms  ✓ TableTraits
    657.4 ms  ✓ LogExpFunctions
    491.8 ms  ✓ Ratios
   2658.6 ms  ✓ Distributed
    587.4 ms  ✓ Adapt
    504.0 ms  ✓ RelocatableFolders
    480.7 ms  ✓ PaddedViews
    455.9 ms  ✓ StackViews
    736.0 ms  ✓ SimpleTraits
   4289.6 ms  ✓ SparseArrays
    469.5 ms  ✓ Compat → CompatLinearAlgebraExt
    762.8 ms  ✓ AxisArrays
    450.6 ms  ✓ PrecompileTools
    607.2 ms  ✓ JLLWrappers
