nice: cannot set niceness: Permission denied
Precompiling packages...
    414.6 ms  ✓ Reexport
    450.1 ms  ✓ DataAPI
    572.9 ms  ✓ Statistics
    559.4 ms  ✓ ConstructionBase
   1238.7 ms  ✓ Baselet
    844.3 ms  ✓ SciMLPublic
    468.5 ms  ✓ RealDot
    465.9 ms  ✓ DataValueInterfaces
    490.4 ms  ✓ PrettyPrint
   1397.9 ms  ✓ IrrationalConstants
    630.8 ms  ✓ StaticArraysCore
    566.8 ms  ✓ StatsAPI
    984.5 ms  ✓ SuiteSparse_jll
    816.3 ms  ✓ Requires
    733.9 ms  ✓ EnzymeCore
    434.2 ms  ✓ Future
    661.3 ms  ✓ OrderedCollections
    499.9 ms  ✓ InverseFunctions
   1872.2 ms  ✓ UnsafeAtomics
   1352.9 ms  ✓ ShowCases
    482.9 ms  ✓ HashArrayMappedTries
    757.6 ms  ✓ ADTypes
    547.6 ms  ✓ CompositionsBase
    650.9 ms  ✓ ProgressLogging
    788.4 ms  ✓ Serialization
   5565.0 ms  ✓ MacroTools
    659.7 ms  ✓ DocStringExtensions
    440.3 ms  ✓ DefineSingletons
    495.4 ms  ✓ Unicode
    579.3 ms  ✓ AbstractFFTs
   1244.3 ms  ✓ InitialValues
    498.9 ms  ✓ ArgCheck
    426.3 ms  ✓ PtrArrays
    637.1 ms  ✓ OpenLibm_jll
    496.5 ms  ✓ Mmap
    420.8 ms  ✓ IteratorInterfaceExtensions
   1166.3 ms  ✓ FillArrays
    507.6 ms  ✓ Missings
    476.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    442.6 ms  ✓ NameResolution
    483.5 ms  ✓ DiffResults
   1353.6 ms  ✓ InteractiveUtils
    491.2 ms  ✓ Adapt
    405.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    443.4 ms  ✓ ScopedValues
    914.9 ms  ✓ Atomix
    417.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    445.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1761.6 ms  ✓ DataStructures
    529.0 ms  ✓ CommonSubexpressions
    400.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    622.0 ms  ✓ LogExpFunctions
    573.0 ms  ✓ Compat
    502.0 ms  ✓ AliasTables
   2517.4 ms  ✓ Distributed
    581.0 ms  ✓ NaNMath
    496.2 ms  ✓ DelimitedFiles
    400.2 ms  ✓ TableTraits
   2092.3 ms  ✓ Preferences
    529.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    714.5 ms  ✓ SimpleTraits
   4213.2 ms  ✓ SparseArrays
   1463.9 ms  ✓ Setfield
    586.1 ms  ✓ GPUArraysCore
    413.7 ms  ✓ EnzymeCore → AdaptExt
    557.1 ms  ✓ SortingAlgorithms
    423.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2224.9 ms  ✓ IRTools
    458.4 ms  ✓ Compat → CompatLinearAlgebraExt
    976.6 ms  ✓ Tables
    700.3 ms  ✓ JLLWrappers
    550.5 ms  ✓ PrecompileTools
    755.9 ms  ✓ Statistics → SparseArraysExt
   2874.4 ms  ✓ Accessors
    772.0 ms  ✓ SuiteSparse
    859.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    687.4 ms  ✓ Adapt → AdaptSparseArraysExt
    614.0 ms  ✓ ContextVariablesX
    754.1 ms  ✓ Functors
   1725.6 ms  ✓ ChainRulesCore
    974.1 ms  ✓ StructArrays
   1046.2 ms  ✓ MLCore
    812.3 ms  ✓ OpenSpecFun_jll
    556.2 ms  ✓ Accessors → LinearAlgebraExt
    681.4 ms  ✓ SparseInverseSubset
    638.0 ms  ✓ FLoopsBase
   3114.8 ms  ✓ StatsBase
   1094.2 ms  ✓ MLDataDevices
    824.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  11040.1 ms  ✓ Test
    943.2 ms  ✓ ZygoteRules
   1584.8 ms  ✓ Optimisers
    602.2 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    544.7 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    603.4 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
    528.2 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
    715.7 ms  ✓ StructArrays → StructArraysSparseArraysExt
    565.1 ms  ✓ StructArrays → StructArraysAdaptExt
    636.8 ms  ✓ Accessors → StructArraysExt
   1503.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  23304.8 ms  ✓ MLStyle
    685.5 ms  ✓ MLDataDevices → SparseArraysExt
    789.6 ms  ✓ BangBang
    529.7 ms  ✓ MLDataDevices → FillArraysExt
    590.3 ms  ✓ MLDataDevices → ChainRulesCoreExt
    583.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    596.3 ms  ✓ Accessors → TestExt
    885.0 ms  ✓ SplittablesBase
   1327.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2536.7 ms  ✓ SpecialFunctions
    507.5 ms  ✓ Optimisers → OptimisersAdaptExt
    475.7 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    484.6 ms  ✓ BangBang → BangBangTablesExt
    498.3 ms  ✓ BangBang → BangBangStructArraysExt
    486.0 ms  ✓ BangBang → BangBangChainRulesCoreExt
    680.4 ms  ✓ MicroCollections
    761.8 ms  ✓ DiffRules
   2640.7 ms  ✓ JuliaVariables
   1925.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   2460.3 ms  ✓ Transducers
    789.5 ms  ✓ Transducers → TransducersAdaptExt
   5669.0 ms  ✓ ChainRules
  15442.5 ms  ✓ StaticArrays
    713.7 ms  ✓ MLDataDevices → ChainRulesExt
   3668.0 ms  ✓ ForwardDiff
    602.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    611.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    619.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    663.3 ms  ✓ FillArrays → FillArraysStaticArraysExt
    589.7 ms  ✓ Adapt → AdaptStaticArraysExt
    616.3 ms  ✓ Accessors → StaticArraysExt
    671.4 ms  ✓ StructArrays → StructArraysStaticArraysExt
    639.2 ms  ✓ BangBang → BangBangStaticArraysExt
    644.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3455.5 ms  ✓ FLoops
   3080.6 ms  ✓ KernelAbstractions
    666.1 ms  ✓ KernelAbstractions → LinearAlgebraExt
    693.0 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    710.8 ms  ✓ KernelAbstractions → EnzymeExt
    817.7 ms  ✓ KernelAbstractions → SparseArraysExt
   3510.7 ms  ✓ NNlib
    720.2 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    748.1 ms  ✓ NNlib → NNlibForwardDiffExt
    835.5 ms  ✓ NNlib → NNlibEnzymeCoreExt
    895.5 ms  ✓ OneHotArrays
    607.0 ms  ✓ MLDataDevices → OneHotArraysExt
   5204.6 ms  ✓ MLUtils
   1126.1 ms  ✓ MLDataDevices → MLUtilsExt
  31214.9 ms  ✓ Zygote
    924.2 ms  ✓ MLDataDevices → ZygoteExt
   5290.0 ms  ✓ Flux
  151 dependencies successfully precompiled in 73 seconds. 9 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 345.76
	System time (seconds): 26.34
	Percent of CPU this job got: 199%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:06.11
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2781820
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 532
	Minor (reclaiming a frame) page faults: 9603502
	Voluntary context switches: 26299
	Involuntary context switches: 8441
	Swaps: 0
	File system inputs: 0
	File system outputs: 851256
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
