nice: cannot set niceness: Permission denied
Precompiling packages...
    416.4 ms  ✓ Reexport
    452.0 ms  ✓ DataAPI
    615.2 ms  ✓ Statistics
    575.0 ms  ✓ ConstructionBase
   1261.2 ms  ✓ Baselet
    850.4 ms  ✓ SciMLPublic
    455.4 ms  ✓ RealDot
    451.9 ms  ✓ DataValueInterfaces
    491.5 ms  ✓ PrettyPrint
   1394.6 ms  ✓ IrrationalConstants
    564.8 ms  ✓ StaticArraysCore
    530.0 ms  ✓ StatsAPI
    923.8 ms  ✓ SuiteSparse_jll
    759.0 ms  ✓ Requires
    752.0 ms  ✓ EnzymeCore
    445.8 ms  ✓ Future
    650.4 ms  ✓ OrderedCollections
    494.9 ms  ✓ InverseFunctions
   1911.1 ms  ✓ UnsafeAtomics
   1333.0 ms  ✓ ShowCases
    454.6 ms  ✓ HashArrayMappedTries
    726.3 ms  ✓ ADTypes
    507.5 ms  ✓ CompositionsBase
    645.8 ms  ✓ ProgressLogging
    817.0 ms  ✓ Serialization
    716.0 ms  ✓ DocStringExtensions
   5659.4 ms  ✓ MacroTools
    444.3 ms  ✓ DefineSingletons
    475.6 ms  ✓ Unicode
    616.6 ms  ✓ AbstractFFTs
   1287.9 ms  ✓ InitialValues
    519.7 ms  ✓ ArgCheck
    435.9 ms  ✓ PtrArrays
    663.5 ms  ✓ OpenLibm_jll
    511.3 ms  ✓ Mmap
    425.5 ms  ✓ IteratorInterfaceExtensions
   1118.2 ms  ✓ FillArrays
    533.5 ms  ✓ Missings
    496.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    455.7 ms  ✓ NameResolution
    473.3 ms  ✓ DiffResults
   1263.1 ms  ✓ InteractiveUtils
    490.1 ms  ✓ Adapt
    403.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    450.8 ms  ✓ ScopedValues
    916.1 ms  ✓ Atomix
    413.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    443.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1742.8 ms  ✓ DataStructures
    636.1 ms  ✓ LogExpFunctions
    535.3 ms  ✓ CommonSubexpressions
    413.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    570.7 ms  ✓ Compat
    473.8 ms  ✓ AliasTables
   2585.8 ms  ✓ Distributed
    587.4 ms  ✓ NaNMath
    408.6 ms  ✓ TableTraits
    553.2 ms  ✓ DelimitedFiles
   2093.3 ms  ✓ Preferences
    507.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    735.9 ms  ✓ SimpleTraits
   4222.7 ms  ✓ SparseArrays
   1458.6 ms  ✓ Setfield
    589.1 ms  ✓ GPUArraysCore
    413.2 ms  ✓ EnzymeCore → AdaptExt
    558.4 ms  ✓ SortingAlgorithms
    451.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2208.6 ms  ✓ IRTools
    482.6 ms  ✓ Compat → CompatLinearAlgebraExt
    637.2 ms  ✓ JLLWrappers
   1063.6 ms  ✓ Tables
    583.8 ms  ✓ PrecompileTools
    712.2 ms  ✓ Statistics → SparseArraysExt
    685.8 ms  ✓ SuiteSparse
   2992.5 ms  ✓ Accessors
    892.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
    742.8 ms  ✓ Adapt → AdaptSparseArraysExt
    742.2 ms  ✓ Functors
    603.3 ms  ✓ ContextVariablesX
    852.6 ms  ✓ OpenSpecFun_jll
   1738.7 ms  ✓ ChainRulesCore
    988.4 ms  ✓ StructArrays
    950.8 ms  ✓ MLCore
    693.5 ms  ✓ SparseInverseSubset
    654.5 ms  ✓ Accessors → LinearAlgebraExt
   3162.4 ms  ✓ StatsBase
   1100.2 ms  ✓ MLDataDevices
    684.3 ms  ✓ FLoopsBase
    801.4 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  11019.7 ms  ✓ Test
    811.0 ms  ✓ ZygoteRules
   1399.8 ms  ✓ Optimisers
    572.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3110.0 ms  ✓ SpecialFunctions
    553.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    599.9 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
  22986.7 ms  ✓ MLStyle
    457.4 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
    622.1 ms  ✓ StructArrays → StructArraysSparseArraysExt
    464.0 ms  ✓ StructArrays → StructArraysAdaptExt
   1320.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    479.2 ms  ✓ Accessors → StructArraysExt
    777.2 ms  ✓ BangBang
    633.8 ms  ✓ MLDataDevices → SparseArraysExt
    531.6 ms  ✓ MLDataDevices → FillArraysExt
    603.0 ms  ✓ MLDataDevices → ChainRulesCoreExt
