nice: cannot set niceness: Permission denied
Precompiling packages...
    408.5 ms  ✓ Reexport
    440.2 ms  ✓ DataAPI
    590.4 ms  ✓ Statistics
    543.4 ms  ✓ ConstructionBase
    841.8 ms  ✓ SciMLPublic
   1346.1 ms  ✓ Baselet
    448.6 ms  ✓ RealDot
    523.5 ms  ✓ PrettyPrint
    464.2 ms  ✓ DataValueInterfaces
   1401.8 ms  ✓ IrrationalConstants
    567.4 ms  ✓ StaticArraysCore
    510.1 ms  ✓ StatsAPI
    908.2 ms  ✓ SuiteSparse_jll
    762.2 ms  ✓ Requires
    723.2 ms  ✓ EnzymeCore
    450.2 ms  ✓ Future
    659.1 ms  ✓ OrderedCollections
   1899.2 ms  ✓ UnsafeAtomics
    485.9 ms  ✓ InverseFunctions
    495.5 ms  ✓ HashArrayMappedTries
   1369.6 ms  ✓ ShowCases
    526.8 ms  ✓ CompositionsBase
   1032.6 ms  ✓ Atomix
    701.5 ms  ✓ ProgressLogging
   5528.5 ms  ✓ MacroTools
    667.4 ms  ✓ DocStringExtensions
    723.9 ms  ✓ Serialization
    470.1 ms  ✓ DefineSingletons
    486.4 ms  ✓ Unicode
    595.9 ms  ✓ AbstractFFTs
   1238.9 ms  ✓ InitialValues
    507.7 ms  ✓ ArgCheck
    445.9 ms  ✓ PtrArrays
    663.3 ms  ✓ OpenLibm_jll
    513.6 ms  ✓ Mmap
   1095.2 ms  ✓ FillArrays
    487.8 ms  ✓ IteratorInterfaceExtensions
    494.6 ms  ✓ Missings
    482.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    451.5 ms  ✓ NameResolution
    497.8 ms  ✓ DiffResults
   1286.0 ms  ✓ InteractiveUtils
    507.1 ms  ✓ Adapt
    470.2 ms  ✓ ScopedValues
    414.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    664.8 ms  ✓ ADTypes
    521.2 ms  ✓ CommonSubexpressions
    644.0 ms  ✓ LogExpFunctions
   1735.5 ms  ✓ DataStructures
    423.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    562.6 ms  ✓ Compat
    499.4 ms  ✓ AliasTables
    517.4 ms  ✓ NaNMath
    568.3 ms  ✓ DelimitedFiles
   2550.6 ms  ✓ Distributed
   2076.6 ms  ✓ Preferences
    406.4 ms  ✓ TableTraits
    502.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    736.8 ms  ✓ SimpleTraits
   4177.3 ms  ✓ SparseArrays
   1471.0 ms  ✓ Setfield
    589.9 ms  ✓ GPUArraysCore
    416.3 ms  ✓ EnzymeCore → AdaptExt
    435.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    429.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    425.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2284.3 ms  ✓ IRTools
