nice: cannot set niceness: Permission denied
Precompiling packages...
    404.5 ms  ✓ Reexport
    451.1 ms  ✓ DataAPI
    592.3 ms  ✓ Statistics
    547.4 ms  ✓ ConstructionBase
   1230.0 ms  ✓ Baselet
    846.1 ms  ✓ SciMLPublic
    455.1 ms  ✓ RealDot
    433.5 ms  ✓ DataValueInterfaces
    498.2 ms  ✓ PrettyPrint
   1386.0 ms  ✓ IrrationalConstants
    670.6 ms  ✓ StaticArraysCore
    556.4 ms  ✓ StatsAPI
    948.5 ms  ✓ SuiteSparse_jll
    807.8 ms  ✓ Requires
    718.1 ms  ✓ EnzymeCore
    438.2 ms  ✓ Future
    660.2 ms  ✓ OrderedCollections
    501.6 ms  ✓ InverseFunctions
   1906.0 ms  ✓ UnsafeAtomics
   1351.4 ms  ✓ ShowCases
    457.9 ms  ✓ HashArrayMappedTries
    729.2 ms  ✓ ADTypes
    503.1 ms  ✓ CompositionsBase
    665.0 ms  ✓ ProgressLogging
    699.5 ms  ✓ DocStringExtensions
    801.3 ms  ✓ Serialization
   5727.3 ms  ✓ MacroTools
    445.6 ms  ✓ DefineSingletons
    595.1 ms  ✓ AbstractFFTs
    465.8 ms  ✓ Unicode
   1286.7 ms  ✓ InitialValues
    524.0 ms  ✓ ArgCheck
    429.5 ms  ✓ PtrArrays
    676.9 ms  ✓ OpenLibm_jll
    502.8 ms  ✓ Mmap
    449.3 ms  ✓ IteratorInterfaceExtensions
   1152.0 ms  ✓ FillArrays
    499.5 ms  ✓ Missings
    490.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    454.3 ms  ✓ NameResolution
    472.5 ms  ✓ DiffResults
   1280.1 ms  ✓ InteractiveUtils
    498.8 ms  ✓ Adapt
    455.9 ms  ✓ ScopedValues
    423.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    902.2 ms  ✓ Atomix
    437.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    430.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1762.4 ms  ✓ DataStructures
    657.6 ms  ✓ LogExpFunctions
    403.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    536.9 ms  ✓ CommonSubexpressions
    568.6 ms  ✓ Compat
    499.4 ms  ✓ AliasTables
    546.0 ms  ✓ NaNMath
   2516.1 ms  ✓ Distributed
    428.2 ms  ✓ TableTraits
    512.9 ms  ✓ DelimitedFiles
   2086.4 ms  ✓ Preferences
    498.2 ms  ✓ FillArrays → FillArraysStatisticsExt
    732.6 ms  ✓ SimpleTraits
   4250.7 ms  ✓ SparseArrays
   1472.9 ms  ✓ Setfield
    594.6 ms  ✓ GPUArraysCore
    408.4 ms  ✓ EnzymeCore → AdaptExt
    419.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    544.9 ms  ✓ SortingAlgorithms
   2223.5 ms  ✓ IRTools
    456.1 ms  ✓ Compat → CompatLinearAlgebraExt
    657.0 ms  ✓ JLLWrappers
    995.7 ms  ✓ Tables
    550.2 ms  ✓ PrecompileTools
    710.0 ms  ✓ Statistics → SparseArraysExt
    668.7 ms  ✓ SuiteSparse
    869.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3038.3 ms  ✓ Accessors
    789.5 ms  ✓ Adapt → AdaptSparseArraysExt
    619.7 ms  ✓ ContextVariablesX
    756.8 ms  ✓ Functors
    800.0 ms  ✓ OpenSpecFun_jll
   1736.5 ms  ✓ ChainRulesCore
    982.9 ms  ✓ StructArrays
   1001.9 ms  ✓ MLCore
    679.1 ms  ✓ SparseInverseSubset
    606.0 ms  ✓ Accessors → LinearAlgebraExt
    699.8 ms  ✓ FLoopsBase
   3117.3 ms  ✓ StatsBase
   1083.3 ms  ✓ MLDataDevices
    827.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  11165.1 ms  ✓ Test
    805.2 ms  ✓ ZygoteRules
   1385.4 ms  ✓ Optimisers
    591.3 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3168.3 ms  ✓ SpecialFunctions
    594.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    599.8 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
  23201.6 ms  ✓ MLStyle
    647.3 ms  ✓ StructArrays → StructArraysSparseArraysExt
    455.7 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
    479.8 ms  ✓ StructArrays → StructArraysAdaptExt
   1397.8 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    492.0 ms  ✓ Accessors → StructArraysExt
    763.1 ms  ✓ BangBang
    621.6 ms  ✓ MLDataDevices → SparseArraysExt
    520.2 ms  ✓ MLDataDevices → FillArraysExt
    610.0 ms  ✓ MLDataDevices → ChainRulesCoreExt
    596.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    597.1 ms  ✓ Accessors → TestExt
    922.3 ms  ✓ SplittablesBase
    498.3 ms  ✓ Optimisers → OptimisersAdaptExt
    470.8 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   1351.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    667.5 ms  ✓ DiffRules
    512.2 ms  ✓ BangBang → BangBangTablesExt
   1741.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    602.6 ms  ✓ BangBang → BangBangStructArraysExt
    558.4 ms  ✓ BangBang → BangBangChainRulesCoreExt
    786.2 ms  ✓ MicroCollections
   2705.2 ms  ✓ JuliaVariables
