nice: cannot set niceness: Permission denied
Precompiling packages...
    426.8 ms  ✓ Reexport
    449.9 ms  ✓ DataAPI
    587.3 ms  ✓ Statistics
    545.5 ms  ✓ ConstructionBase
   1228.7 ms  ✓ Baselet
    845.1 ms  ✓ SciMLPublic
    467.9 ms  ✓ RealDot
    492.7 ms  ✓ PrettyPrint
    452.2 ms  ✓ DataValueInterfaces
   1397.6 ms  ✓ IrrationalConstants
    579.1 ms  ✓ StaticArraysCore
    525.8 ms  ✓ StatsAPI
    924.3 ms  ✓ SuiteSparse_jll
    769.6 ms  ✓ Requires
    729.6 ms  ✓ EnzymeCore
    438.3 ms  ✓ Future
    646.8 ms  ✓ OrderedCollections
    523.3 ms  ✓ InverseFunctions
   1895.6 ms  ✓ UnsafeAtomics
   1314.2 ms  ✓ ShowCases
    510.6 ms  ✓ HashArrayMappedTries
    741.2 ms  ✓ ADTypes
    542.4 ms  ✓ CompositionsBase
    649.8 ms  ✓ ProgressLogging
    802.2 ms  ✓ Serialization
    704.2 ms  ✓ DocStringExtensions
   5560.6 ms  ✓ MacroTools
    455.1 ms  ✓ DefineSingletons
    495.2 ms  ✓ Unicode
    589.7 ms  ✓ AbstractFFTs
   1285.3 ms  ✓ InitialValues
    504.6 ms  ✓ ArgCheck
    657.6 ms  ✓ OpenLibm_jll
    421.9 ms  ✓ PtrArrays
    511.3 ms  ✓ Mmap
   1131.2 ms  ✓ FillArrays
    536.1 ms  ✓ IteratorInterfaceExtensions
    524.5 ms  ✓ Missings
    560.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    450.8 ms  ✓ NameResolution
    489.1 ms  ✓ DiffResults
   1281.6 ms  ✓ InteractiveUtils
    495.9 ms  ✓ Adapt
    472.1 ms  ✓ ScopedValues
    413.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    905.7 ms  ✓ Atomix
    422.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    433.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1752.3 ms  ✓ DataStructures
    649.7 ms  ✓ LogExpFunctions
    543.2 ms  ✓ CommonSubexpressions
    417.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    583.6 ms  ✓ Compat
    530.8 ms  ✓ NaNMath
   2531.4 ms  ✓ Distributed
    552.3 ms  ✓ AliasTables
    501.5 ms  ✓ DelimitedFiles
    502.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2099.1 ms  ✓ Preferences
    475.8 ms  ✓ TableTraits
    720.2 ms  ✓ SimpleTraits
   4246.2 ms  ✓ SparseArrays
   1439.2 ms  ✓ Setfield
    565.7 ms  ✓ GPUArraysCore
    416.5 ms  ✓ EnzymeCore → AdaptExt
    560.9 ms  ✓ SortingAlgorithms
    442.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2247.8 ms  ✓ IRTools
    483.7 ms  ✓ Compat → CompatLinearAlgebraExt
    630.3 ms  ✓ JLLWrappers
    549.4 ms  ✓ PrecompileTools
    718.4 ms  ✓ Statistics → SparseArraysExt
   1106.8 ms  ✓ Tables
    758.1 ms  ✓ SuiteSparse
   2970.9 ms  ✓ Accessors
    887.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    710.8 ms  ✓ Adapt → AdaptSparseArraysExt
    802.4 ms  ✓ Functors
    630.1 ms  ✓ ContextVariablesX
   1732.8 ms  ✓ ChainRulesCore
    813.0 ms  ✓ OpenSpecFun_jll
    896.5 ms  ✓ StructArrays
   1004.2 ms  ✓ MLCore
    774.1 ms  ✓ SparseInverseSubset
   3098.8 ms  ✓ StatsBase
    713.3 ms  ✓ Accessors → LinearAlgebraExt
    701.6 ms  ✓ FLoopsBase
   1091.6 ms  ✓ MLDataDevices
    881.5 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  11188.8 ms  ✓ Test
   1527.1 ms  ✓ Optimisers
    574.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    820.5 ms  ✓ ZygoteRules
    579.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    591.0 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
    721.6 ms  ✓ StructArrays → StructArraysSparseArraysExt
  23147.0 ms  ✓ MLStyle
   1489.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    482.1 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
    450.5 ms  ✓ StructArrays → StructArraysAdaptExt
    497.9 ms  ✓ Accessors → StructArraysExt
    517.4 ms  ✓ MLDataDevices → FillArraysExt
    741.0 ms  ✓ BangBang
    623.3 ms  ✓ MLDataDevices → SparseArraysExt
    589.2 ms  ✓ MLDataDevices → ChainRulesCoreExt
    596.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2784.2 ms  ✓ SpecialFunctions
    592.1 ms  ✓ Accessors → TestExt
    471.9 ms  ✓ Optimisers → OptimisersAdaptExt
   1346.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    924.9 ms  ✓ SplittablesBase
    466.2 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    562.8 ms  ✓ BangBang → BangBangTablesExt
