nice: cannot set niceness: Permission denied
Precompiling packages...
    406.0 ms  ✓ Reexport
    453.5 ms  ✓ DataAPI
    588.9 ms  ✓ Statistics
    545.3 ms  ✓ ConstructionBase
    864.0 ms  ✓ SciMLPublic
   1340.4 ms  ✓ Baselet
    458.1 ms  ✓ RealDot
    492.5 ms  ✓ PrettyPrint
    444.1 ms  ✓ DataValueInterfaces
   1401.3 ms  ✓ IrrationalConstants
    578.3 ms  ✓ StaticArraysCore
    517.9 ms  ✓ StatsAPI
    909.2 ms  ✓ SuiteSparse_jll
    766.6 ms  ✓ Requires
    736.5 ms  ✓ EnzymeCore
    435.9 ms  ✓ Future
    653.8 ms  ✓ OrderedCollections
    502.9 ms  ✓ InverseFunctions
   1915.7 ms  ✓ UnsafeAtomics
   1332.9 ms  ✓ ShowCases
    489.2 ms  ✓ HashArrayMappedTries
    745.1 ms  ✓ ADTypes
    517.8 ms  ✓ CompositionsBase
    679.7 ms  ✓ ProgressLogging
   5474.1 ms  ✓ MacroTools
    780.9 ms  ✓ Serialization
    685.8 ms  ✓ DocStringExtensions
    471.9 ms  ✓ DefineSingletons
    480.4 ms  ✓ Unicode
    596.5 ms  ✓ AbstractFFTs
   1257.0 ms  ✓ InitialValues
    501.7 ms  ✓ ArgCheck
    663.0 ms  ✓ OpenLibm_jll
    440.6 ms  ✓ PtrArrays
    516.0 ms  ✓ Mmap
   1099.3 ms  ✓ FillArrays
    483.6 ms  ✓ IteratorInterfaceExtensions
    513.8 ms  ✓ Missings
    483.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    450.5 ms  ✓ NameResolution
    470.2 ms  ✓ DiffResults
   1255.0 ms  ✓ InteractiveUtils
    502.1 ms  ✓ Adapt
    467.8 ms  ✓ ScopedValues
    409.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    917.6 ms  ✓ Atomix
    413.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    439.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    532.0 ms  ✓ CommonSubexpressions
   1728.2 ms  ✓ DataStructures
    417.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    638.6 ms  ✓ LogExpFunctions
    585.3 ms  ✓ Compat
    516.6 ms  ✓ NaNMath
    564.5 ms  ✓ AliasTables
   2524.9 ms  ✓ Distributed
    501.6 ms  ✓ DelimitedFiles
    455.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   2106.9 ms  ✓ Preferences
    450.8 ms  ✓ TableTraits
    715.2 ms  ✓ SimpleTraits
   4172.5 ms  ✓ SparseArrays
   1452.8 ms  ✓ Setfield
    584.2 ms  ✓ GPUArraysCore
    407.9 ms  ✓ EnzymeCore → AdaptExt
    542.4 ms  ✓ SortingAlgorithms
   2229.6 ms  ✓ IRTools
    451.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    498.5 ms  ✓ Compat → CompatLinearAlgebraExt
    636.3 ms  ✓ JLLWrappers
    588.2 ms  ✓ PrecompileTools
   1083.9 ms  ✓ Tables
    746.5 ms  ✓ Statistics → SparseArraysExt
   2905.3 ms  ✓ Accessors
    709.7 ms  ✓ SuiteSparse
    853.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    703.2 ms  ✓ Adapt → AdaptSparseArraysExt
    619.7 ms  ✓ ContextVariablesX
    746.3 ms  ✓ Functors
   1755.9 ms  ✓ ChainRulesCore
    811.1 ms  ✓ OpenSpecFun_jll
    909.8 ms  ✓ StructArrays
   1000.4 ms  ✓ MLCore
    583.3 ms  ✓ Accessors → LinearAlgebraExt
    700.9 ms  ✓ SparseInverseSubset
    691.0 ms  ✓ FLoopsBase
   3134.5 ms  ✓ StatsBase
   1094.9 ms  ✓ MLDataDevices
    865.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  11318.8 ms  ✓ Test
   1531.7 ms  ✓ Optimisers
    841.0 ms  ✓ ZygoteRules
