nice: cannot set niceness: Permission denied
Precompiling packages...
    422.3 ms  ✓ Reexport
    449.1 ms  ✓ DataAPI
    580.1 ms  ✓ Statistics
    539.4 ms  ✓ ConstructionBase
   1231.3 ms  ✓ Baselet
    850.6 ms  ✓ SciMLPublic
    459.8 ms  ✓ RealDot
    485.6 ms  ✓ PrettyPrint
    452.0 ms  ✓ DataValueInterfaces
   1392.9 ms  ✓ IrrationalConstants
    574.0 ms  ✓ StaticArraysCore
    522.0 ms  ✓ StatsAPI
    915.0 ms  ✓ SuiteSparse_jll
    763.3 ms  ✓ Requires
    736.1 ms  ✓ EnzymeCore
    435.8 ms  ✓ Future
    633.2 ms  ✓ OrderedCollections
    499.9 ms  ✓ InverseFunctions
   1907.5 ms  ✓ UnsafeAtomics
   1343.5 ms  ✓ ShowCases
    472.5 ms  ✓ HashArrayMappedTries
    721.1 ms  ✓ ADTypes
    518.7 ms  ✓ CompositionsBase
    659.9 ms  ✓ ProgressLogging
    798.2 ms  ✓ Serialization
    711.1 ms  ✓ DocStringExtensions
   5569.6 ms  ✓ MacroTools
    459.4 ms  ✓ DefineSingletons
    487.2 ms  ✓ Unicode
    648.1 ms  ✓ AbstractFFTs
   1272.2 ms  ✓ InitialValues
    510.3 ms  ✓ ArgCheck
    451.6 ms  ✓ PtrArrays
    630.2 ms  ✓ OpenLibm_jll
    534.9 ms  ✓ Mmap
    427.2 ms  ✓ IteratorInterfaceExtensions
   1160.2 ms  ✓ FillArrays
    492.4 ms  ✓ Missings
    481.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    419.3 ms  ✓ NameResolution
    488.1 ms  ✓ DiffResults
   1240.6 ms  ✓ InteractiveUtils
    502.2 ms  ✓ Adapt
    473.7 ms  ✓ ScopedValues
    411.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    948.5 ms  ✓ Atomix
    438.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    438.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1491.4 ms  ✓ Setfield
    654.1 ms  ✓ LogExpFunctions
    527.2 ms  ✓ CommonSubexpressions
    403.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    574.0 ms  ✓ Compat
    491.4 ms  ✓ AliasTables
    525.1 ms  ✓ NaNMath
   2570.9 ms  ✓ Distributed
    559.7 ms  ✓ DelimitedFiles
    404.9 ms  ✓ TableTraits
   2071.3 ms  ✓ Preferences
    522.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    687.4 ms  ✓ SimpleTraits
   4214.2 ms  ✓ SparseArrays
   1756.4 ms  ✓ DataStructures
    549.4 ms  ✓ GPUArraysCore
    408.3 ms  ✓ EnzymeCore → AdaptExt
    541.1 ms  ✓ SortingAlgorithms
   2137.5 ms  ✓ IRTools
    457.7 ms  ✓ Compat → CompatLinearAlgebraExt
    629.3 ms  ✓ JLLWrappers
    973.3 ms  ✓ Tables
    587.0 ms  ✓ PrecompileTools
    711.5 ms  ✓ Statistics → SparseArraysExt
    649.6 ms  ✓ SuiteSparse
    874.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2986.9 ms  ✓ Accessors
    799.3 ms  ✓ Adapt → AdaptSparseArraysExt
    525.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    750.8 ms  ✓ Functors
    601.9 ms  ✓ ContextVariablesX
   1726.1 ms  ✓ ChainRulesCore
    822.1 ms  ✓ OpenSpecFun_jll
    985.3 ms  ✓ StructArrays
    990.8 ms  ✓ MLCore
    688.7 ms  ✓ SparseInverseSubset
    616.6 ms  ✓ Accessors → LinearAlgebraExt
   1086.2 ms  ✓ MLDataDevices
   3273.3 ms  ✓ StatsBase
    697.9 ms  ✓ FLoopsBase
    834.9 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  11003.2 ms  ✓ Test
    885.4 ms  ✓ ZygoteRules
   1465.9 ms  ✓ Optimisers
    598.1 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    558.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    572.1 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
