nice: cannot set niceness: Permission denied
Precompiling packages...
    413.5 ms  ✓ Reexport
    456.6 ms  ✓ DataAPI
    584.5 ms  ✓ Statistics
    544.6 ms  ✓ ConstructionBase
   1214.1 ms  ✓ Baselet
    834.3 ms  ✓ SciMLPublic
    469.0 ms  ✓ RealDot
    434.7 ms  ✓ DataValueInterfaces
    492.2 ms  ✓ PrettyPrint
   1383.3 ms  ✓ IrrationalConstants
    567.5 ms  ✓ StaticArraysCore
    540.2 ms  ✓ StatsAPI
    905.9 ms  ✓ SuiteSparse_jll
    782.3 ms  ✓ Requires
    725.1 ms  ✓ EnzymeCore
    458.7 ms  ✓ Future
    645.7 ms  ✓ OrderedCollections
    504.5 ms  ✓ InverseFunctions
   1903.2 ms  ✓ UnsafeAtomics
   1326.1 ms  ✓ ShowCases
    484.4 ms  ✓ HashArrayMappedTries
    752.6 ms  ✓ ADTypes
    546.9 ms  ✓ CompositionsBase
    677.3 ms  ✓ ProgressLogging
   5463.7 ms  ✓ MacroTools
    773.6 ms  ✓ Serialization
    657.4 ms  ✓ DocStringExtensions
    455.0 ms  ✓ DefineSingletons
    482.8 ms  ✓ Unicode
    589.7 ms  ✓ AbstractFFTs
   1254.5 ms  ✓ InitialValues
    491.6 ms  ✓ ArgCheck
    645.7 ms  ✓ OpenLibm_jll
    452.0 ms  ✓ PtrArrays
    508.6 ms  ✓ Mmap
   1105.0 ms  ✓ FillArrays
    461.7 ms  ✓ IteratorInterfaceExtensions
    505.3 ms  ✓ Missings
    482.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    429.0 ms  ✓ NameResolution
    482.4 ms  ✓ DiffResults
   1269.1 ms  ✓ InteractiveUtils
    488.4 ms  ✓ Adapt
    403.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    454.8 ms  ✓ ScopedValues
    912.6 ms  ✓ Atomix
    413.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    417.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1744.1 ms  ✓ DataStructures
    553.0 ms  ✓ CommonSubexpressions
    394.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    643.0 ms  ✓ LogExpFunctions
    572.7 ms  ✓ Compat
    522.2 ms  ✓ NaNMath
    536.4 ms  ✓ AliasTables
   2565.5 ms  ✓ Distributed
    504.3 ms  ✓ DelimitedFiles
    485.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   2080.1 ms  ✓ Preferences
    466.3 ms  ✓ TableTraits
    723.3 ms  ✓ SimpleTraits
   4240.6 ms  ✓ SparseArrays
   1475.8 ms  ✓ Setfield
    619.2 ms  ✓ GPUArraysCore
    397.9 ms  ✓ EnzymeCore → AdaptExt
    537.3 ms  ✓ SortingAlgorithms
   2193.0 ms  ✓ IRTools
    439.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    447.3 ms  ✓ Compat → CompatLinearAlgebraExt
    637.7 ms  ✓ JLLWrappers
    590.3 ms  ✓ PrecompileTools
    737.5 ms  ✓ Statistics → SparseArraysExt
   1123.2 ms  ✓ Tables
   2831.5 ms  ✓ Accessors
    720.7 ms  ✓ SuiteSparse
    819.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
    694.1 ms  ✓ Adapt → AdaptSparseArraysExt
    635.0 ms  ✓ ContextVariablesX
    790.7 ms  ✓ Functors
   1714.2 ms  ✓ ChainRulesCore
    841.7 ms  ✓ OpenSpecFun_jll
    854.4 ms  ✓ StructArrays
    980.6 ms  ✓ MLCore
    664.8 ms  ✓ Accessors → LinearAlgebraExt
   3013.6 ms  ✓ StatsBase
    838.3 ms  ✓ SparseInverseSubset
    695.8 ms  ✓ FLoopsBase
   1081.0 ms  ✓ MLDataDevices
    872.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  11117.2 ms  ✓ Test
    885.1 ms  ✓ ZygoteRules
