nice: cannot set niceness: Permission denied
Precompiling packages...
    401.4 ms  ✓ Reexport
    445.5 ms  ✓ PrettyPrint
    541.7 ms  ✓ ConstructionBase
    416.5 ms  ✓ DataValueInterfaces
    485.8 ms  ✓ StatsAPI
    453.8 ms  ✓ CEnum
    495.8 ms  ✓ ArgCheck
   1317.1 ms  ✓ IrrationalConstants
    617.1 ms  ✓ Statistics
    497.6 ms  ✓ StaticArraysCore
    835.2 ms  ✓ SuiteSparse_jll
    460.6 ms  ✓ PtrArrays
    696.4 ms  ✓ EnzymeCore
   1417.6 ms  ✓ Baselet
    536.7 ms  ✓ Mmap
    476.1 ms  ✓ DataAPI
    438.2 ms  ✓ RealDot
    834.9 ms  ✓ SciMLPublic
    423.7 ms  ✓ Future
    480.6 ms  ✓ InverseFunctions
    446.3 ms  ✓ CompositionsBase
   1362.0 ms  ✓ ShowCases
   1926.1 ms  ✓ UnsafeAtomics
    622.9 ms  ✓ AbstractFFTs
   1305.5 ms  ✓ InitialValues
    752.7 ms  ✓ OpenLibm_jll
   5594.2 ms  ✓ MacroTools
   1253.9 ms  ✓ FillArrays
    467.9 ms  ✓ HashArrayMappedTries
    683.4 ms  ✓ OrderedCollections
    726.0 ms  ✓ ADTypes
    580.3 ms  ✓ ProgressLogging
    725.6 ms  ✓ Serialization
    646.5 ms  ✓ DocStringExtensions
    449.9 ms  ✓ DefineSingletons
    405.8 ms  ✓ IteratorInterfaceExtensions
    604.9 ms  ✓ Compat
    725.9 ms  ✓ Requires
    431.2 ms  ✓ NameResolution
   1291.3 ms  ✓ InteractiveUtils
    424.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    964.1 ms  ✓ LazyArtifacts
    464.1 ms  ✓ DiffResults
    486.1 ms  ✓ AliasTables
    501.3 ms  ✓ DelimitedFiles
    516.7 ms  ✓ Missings
   2243.1 ms  ✓ Preferences
    447.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    537.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    522.2 ms  ✓ NaNMath
    534.7 ms  ✓ CommonSubexpressions
    507.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    944.6 ms  ✓ Atomix
    500.4 ms  ✓ ScopedValues
    418.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    420.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    581.4 ms  ✓ LogExpFunctions
    413.9 ms  ✓ TableTraits
   1779.6 ms  ✓ DataStructures
    432.8 ms  ✓ Compat → CompatLinearAlgebraExt
    470.5 ms  ✓ Adapt
   2524.3 ms  ✓ Distributed
    692.8 ms  ✓ SimpleTraits
   2178.6 ms  ✓ IRTools
   4300.2 ms  ✓ SparseArrays
   1481.2 ms  ✓ Setfield
    637.5 ms  ✓ PrecompileTools
    747.7 ms  ✓ JLLWrappers
    480.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    647.3 ms  ✓ SortingAlgorithms
   1088.3 ms  ✓ Tables
    598.9 ms  ✓ ContextVariablesX
   1780.4 ms  ✓ ChainRulesCore
    822.9 ms  ✓ Functors
   3184.4 ms  ✓ Accessors
    498.0 ms  ✓ EnzymeCore → AdaptExt
    699.5 ms  ✓ GPUArraysCore
    717.8 ms  ✓ Statistics → SparseArraysExt
    801.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
    693.3 ms  ✓ SuiteSparse
    695.1 ms  ✓ Adapt → AdaptSparseArraysExt
   1012.5 ms  ✓ OpenSpecFun_jll
   1678.9 ms  ✓ LLVMExtra_jll
   1102.0 ms  ✓ StructArrays
    683.0 ms  ✓ FLoopsBase
