nice: cannot set niceness: Permission denied
Precompiling packages...
    404.7 ms  ✓ Reexport
    451.5 ms  ✓ DataAPI
    583.4 ms  ✓ Statistics
    539.8 ms  ✓ ConstructionBase
   1328.6 ms  ✓ Baselet
    943.4 ms  ✓ SciMLPublic
    435.6 ms  ✓ RealDot
    449.7 ms  ✓ DataValueInterfaces
    529.9 ms  ✓ PrettyPrint
    561.2 ms  ✓ StaticArraysCore
   1422.2 ms  ✓ IrrationalConstants
    490.8 ms  ✓ StatsAPI
    925.7 ms  ✓ SuiteSparse_jll
    766.8 ms  ✓ Requires
    706.7 ms  ✓ EnzymeCore
    424.3 ms  ✓ Future
    647.4 ms  ✓ OrderedCollections
   1979.9 ms  ✓ UnsafeAtomics
    587.5 ms  ✓ InverseFunctions
    522.2 ms  ✓ CompositionsBase
    582.5 ms  ✓ HashArrayMappedTries
   1630.2 ms  ✓ ShowCases
   4748.6 ms  ✓ MacroTools
    563.5 ms  ✓ ProgressLogging
    661.0 ms  ✓ Serialization
    597.2 ms  ✓ DocStringExtensions
    448.1 ms  ✓ DefineSingletons
    480.7 ms  ✓ Unicode
    589.5 ms  ✓ AbstractFFTs
   1201.7 ms  ✓ InitialValues
    518.9 ms  ✓ ArgCheck
    421.8 ms  ✓ PtrArrays
    681.5 ms  ✓ OpenLibm_jll
    499.4 ms  ✓ Mmap
    432.5 ms  ✓ IteratorInterfaceExtensions
   1147.0 ms  ✓ FillArrays
    526.5 ms  ✓ Missings
    523.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    442.4 ms  ✓ NameResolution
    480.0 ms  ✓ DiffResults
    493.0 ms  ✓ Adapt
   1400.5 ms  ✓ InteractiveUtils
    427.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    465.6 ms  ✓ ScopedValues
    909.9 ms  ✓ Atomix
    544.0 ms  ✓ CommonSubexpressions
   1733.6 ms  ✓ DataStructures
    636.5 ms  ✓ LogExpFunctions
    402.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    587.6 ms  ✓ Compat
    535.7 ms  ✓ AliasTables
   2249.4 ms  ✓ Distributed
    534.4 ms  ✓ NaNMath
   1665.2 ms  ✓ Preferences
    533.9 ms  ✓ DelimitedFiles
    425.8 ms  ✓ TableTraits
    472.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    457.1 ms  ✓ EnzymeCore → AdaptExt
    594.3 ms  ✓ GPUArraysCore
   3909.3 ms  ✓ SparseArrays
   1558.7 ms  ✓ Setfield
    748.1 ms  ✓ SimpleTraits
    440.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    527.6 ms  ✓ SortingAlgorithms
    445.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2171.2 ms  ✓ IRTools
    576.0 ms  ✓ JLLWrappers
    467.6 ms  ✓ PrecompileTools
    993.1 ms  ✓ Tables
    726.4 ms  ✓ Statistics → SparseArraysExt
