nice: cannot set niceness: Permission denied
Precompiling packages...
    725.8 ms  ✓ Reexport
    780.8 ms  ✓ DataAPI
    943.0 ms  ✓ Statistics
   1710.8 ms  ✓ Baselet
    953.0 ms  ✓ ConstructionBase
   1272.4 ms  ✓ SciMLPublic
    519.6 ms  ✓ RealDot
    568.5 ms  ✓ PrettyPrint
    571.6 ms  ✓ DataValueInterfaces
   1811.7 ms  ✓ IrrationalConstants
    804.8 ms  ✓ StaticArraysCore
    660.7 ms  ✓ StatsAPI
   1148.5 ms  ✓ SuiteSparse_jll
    996.8 ms  ✓ Requires
    503.3 ms  ✓ Future
    857.0 ms  ✓ EnzymeCore
    701.5 ms  ✓ OrderedCollections
    572.4 ms  ✓ InverseFunctions
   2053.8 ms  ✓ UnsafeAtomics
   1471.1 ms  ✓ ShowCases
    509.3 ms  ✓ HashArrayMappedTries
    740.2 ms  ✓ ADTypes
    474.9 ms  ✓ CompositionsBase
    652.4 ms  ✓ ProgressLogging
    842.8 ms  ✓ DocStringExtensions
    930.3 ms  ✓ Serialization
    548.9 ms  ✓ DefineSingletons
   7333.3 ms  ✓ MacroTools
    713.7 ms  ✓ AbstractFFTs
   1493.5 ms  ✓ InitialValues
    572.1 ms  ✓ Unicode
    545.8 ms  ✓ ArgCheck
    485.1 ms  ✓ PtrArrays
    528.0 ms  ✓ Mmap
    721.2 ms  ✓ OpenLibm_jll
   1238.0 ms  ✓ FillArrays
    477.2 ms  ✓ IteratorInterfaceExtensions
    598.8 ms  ✓ DelimitedFiles
    559.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    512.1 ms  ✓ NameResolution
    566.1 ms  ✓ DiffResults
   1382.5 ms  ✓ InteractiveUtils
    537.2 ms  ✓ Adapt
    479.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    542.6 ms  ✓ ScopedValues
   1066.1 ms  ✓ Atomix
    488.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    520.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1901.3 ms  ✓ DataStructures
    708.2 ms  ✓ LogExpFunctions
    433.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    560.9 ms  ✓ CommonSubexpressions
    608.7 ms  ✓ Compat
    514.6 ms  ✓ AliasTables
    587.6 ms  ✓ Missings
   2654.6 ms  ✓ Distributed
   2137.5 ms  ✓ Preferences
    521.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    548.5 ms  ✓ NaNMath
    444.4 ms  ✓ TableTraits
    762.2 ms  ✓ SimpleTraits
   4373.7 ms  ✓ SparseArrays
   1533.9 ms  ✓ Setfield
    617.5 ms  ✓ GPUArraysCore
    443.3 ms  ✓ EnzymeCore → AdaptExt
    616.2 ms  ✓ SortingAlgorithms
    465.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2310.8 ms  ✓ IRTools
    659.2 ms  ✓ Compat → CompatLinearAlgebraExt
    953.8 ms  ✓ JLLWrappers
    825.2 ms  ✓ PrecompileTools
   1118.9 ms  ✓ Statistics → SparseArraysExt
   1633.2 ms  ✓ Tables
   1017.0 ms  ✓ SuiteSparse
   1286.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
   4862.2 ms  ✓ Accessors
   1171.1 ms  ✓ Adapt → AdaptSparseArraysExt
    926.7 ms  ✓ ContextVariablesX
   1105.1 ms  ✓ Functors
   2805.5 ms  ✓ ChainRulesCore
   1339.9 ms  ✓ OpenSpecFun_jll
   1358.3 ms  ✓ StructArrays
   1168.0 ms  ✓ MLCore
    811.7 ms  ✓ SparseInverseSubset
   3912.3 ms  ✓ StatsBase
    679.6 ms  ✓ Accessors → LinearAlgebraExt
    966.0 ms  ✓ FLoopsBase
   1294.8 ms  ✓ MLDataDevices
   1403.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1502.8 ms  ✓ ZygoteRules
   2414.2 ms  ✓ Optimisers
  16866.8 ms  ✓ Test
    826.4 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1017.7 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    878.9 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
    837.6 ms  ✓ StructArrays → StructArraysSparseArraysExt
    642.3 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   1994.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    474.8 ms  ✓ StructArrays → StructArraysAdaptExt
  30513.1 ms  ✓ MLStyle
    551.4 ms  ✓ Accessors → StructArraysExt
    572.5 ms  ✓ MLDataDevices → FillArraysExt
    697.3 ms  ✓ MLDataDevices → SparseArraysExt
    834.0 ms  ✓ BangBang
   3217.1 ms  ✓ SpecialFunctions
    468.1 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    525.7 ms  ✓ Optimisers → OptimisersAdaptExt
    624.7 ms  ✓ MLDataDevices → ChainRulesCoreExt
    658.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    601.5 ms  ✓ Accessors → TestExt
   1019.6 ms  ✓ SplittablesBase
   1537.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    617.3 ms  ✓ BangBang → BangBangTablesExt
    612.0 ms  ✓ BangBang → BangBangStructArraysExt
    620.0 ms  ✓ BangBang → BangBangChainRulesCoreExt
    800.9 ms  ✓ MicroCollections
   3044.5 ms  ✓ JuliaVariables
    809.5 ms  ✓ DiffRules
   2110.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  19614.4 ms  ✓ StaticArrays
   2603.5 ms  ✓ Transducers
   6037.5 ms  ✓ ChainRules
    634.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    633.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    651.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    747.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
    660.6 ms  ✓ Adapt → AdaptStaticArraysExt
    686.0 ms  ✓ Accessors → StaticArraysExt
   3856.6 ms  ✓ ForwardDiff
    774.0 ms  ✓ StructArrays → StructArraysStaticArraysExt
    740.7 ms  ✓ BangBang → BangBangStaticArraysExt
    706.4 ms  ✓ Transducers → TransducersAdaptExt
    930.6 ms  ✓ MLDataDevices → ChainRulesExt
    916.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3308.0 ms  ✓ FLoops
   3722.7 ms  ✓ KernelAbstractions
    735.8 ms  ✓ KernelAbstractions → LinearAlgebraExt
    768.8 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    821.4 ms  ✓ KernelAbstractions → EnzymeExt
    903.3 ms  ✓ KernelAbstractions → SparseArraysExt
   3817.1 ms  ✓ NNlib
    798.1 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    850.4 ms  ✓ NNlib → NNlibForwardDiffExt
    915.6 ms  ✓ NNlib → NNlibEnzymeCoreExt
    977.6 ms  ✓ OneHotArrays
    652.8 ms  ✓ MLDataDevices → OneHotArraysExt
   5609.3 ms  ✓ MLUtils
   1178.2 ms  ✓ MLDataDevices → MLUtilsExt
  34588.8 ms  ✓ Zygote
    959.4 ms  ✓ MLDataDevices → ZygoteExt
   5698.0 ms  ✓ Flux
  151 dependencies successfully precompiled in 85 seconds. 9 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 435.98
	System time (seconds): 31.22
	Percent of CPU this job got: 195%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:59.33
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2694312
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 483
	Minor (reclaiming a frame) page faults: 9604769
	Voluntary context switches: 26660
	Involuntary context switches: 9396
	Swaps: 0
	File system inputs: 1568
	File system outputs: 851184
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
