nice: cannot set niceness: Permission denied
Precompiling packages...
    410.2 ms  ✓ Reexport
    442.2 ms  ✓ DataAPI
    602.2 ms  ✓ Statistics
    556.0 ms  ✓ ConstructionBase
    878.4 ms  ✓ SciMLPublic
   1330.8 ms  ✓ Baselet
    467.2 ms  ✓ RealDot
    462.4 ms  ✓ DataValueInterfaces
    502.2 ms  ✓ PrettyPrint
   1401.1 ms  ✓ IrrationalConstants
    575.4 ms  ✓ StaticArraysCore
    501.9 ms  ✓ StatsAPI
    906.3 ms  ✓ SuiteSparse_jll
    759.5 ms  ✓ Requires
    720.5 ms  ✓ EnzymeCore
    410.9 ms  ✓ Future
    644.6 ms  ✓ OrderedCollections
    566.9 ms  ✓ InverseFunctions
   2026.2 ms  ✓ UnsafeAtomics
    562.7 ms  ✓ HashArrayMappedTries
    527.5 ms  ✓ CompositionsBase
   1555.2 ms  ✓ ShowCases
   4810.5 ms  ✓ MacroTools
    586.1 ms  ✓ ProgressLogging
    619.7 ms  ✓ DocStringExtensions
    677.4 ms  ✓ Serialization
    462.6 ms  ✓ DefineSingletons
    469.7 ms  ✓ Unicode
    587.3 ms  ✓ AbstractFFTs
   1182.7 ms  ✓ InitialValues
    509.3 ms  ✓ ArgCheck
    429.4 ms  ✓ PtrArrays
    671.6 ms  ✓ OpenLibm_jll
    507.2 ms  ✓ Mmap
    424.1 ms  ✓ IteratorInterfaceExtensions
   1165.4 ms  ✓ FillArrays
    503.3 ms  ✓ Missings
    490.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    434.9 ms  ✓ NameResolution
    497.2 ms  ✓ DiffResults
    489.0 ms  ✓ Adapt
   1387.4 ms  ✓ InteractiveUtils
    423.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    461.8 ms  ✓ ScopedValues
    911.8 ms  ✓ Atomix
    540.1 ms  ✓ CommonSubexpressions
    641.3 ms  ✓ LogExpFunctions
   1763.7 ms  ✓ DataStructures
    430.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    572.6 ms  ✓ Compat
    509.1 ms  ✓ AliasTables
    499.3 ms  ✓ NaNMath
   1643.6 ms  ✓ Preferences
   2269.7 ms  ✓ Distributed
    610.2 ms  ✓ DelimitedFiles
    423.2 ms  ✓ TableTraits
    489.6 ms  ✓ FillArrays → FillArraysStatisticsExt
    569.5 ms  ✓ GPUArraysCore
    410.4 ms  ✓ EnzymeCore → AdaptExt
   3884.2 ms  ✓ SparseArrays
    739.0 ms  ✓ SimpleTraits
   1567.9 ms  ✓ Setfield
    454.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    542.1 ms  ✓ SortingAlgorithms
    423.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2203.7 ms  ✓ IRTools
    577.5 ms  ✓ JLLWrappers
    474.0 ms  ✓ PrecompileTools
    728.3 ms  ✓ Statistics → SparseArraysExt
    995.3 ms  ✓ Tables
   2780.9 ms  ✓ Accessors
    792.5 ms  ✓ SuiteSparse
    702.2 ms  ✓ Adapt → AdaptSparseArraysExt
    763.9 ms  ✓ Functors
   1722.9 ms  ✓ ChainRulesCore
    663.2 ms  ✓ ContextVariablesX
   2986.2 ms  ✓ StatsBase
    805.3 ms  ✓ OpenSpecFun_jll
    794.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
    993.2 ms  ✓ StructArrays
   1176.2 ms  ✓ MLCore
    748.8 ms  ✓ Accessors → LinearAlgebraExt
    830.4 ms  ✓ SparseInverseSubset
   1092.3 ms  ✓ MLDataDevices
    833.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   9898.2 ms  ✓ Test
    571.6 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
    857.5 ms  ✓ ZygoteRules
   1556.3 ms  ✓ Optimisers
    630.4 ms  ✓ FLoopsBase
    708.0 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1527.9 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    575.8 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
    519.3 ms  ✓ StructArrays → StructArraysAdaptExt
    589.1 ms  ✓ Accessors → StructArraysExt
    922.1 ms  ✓ BangBang
    680.1 ms  ✓ MLDataDevices → MLDataDevicesChainRulesCoreExt
   2970.7 ms  ✓ SpecialFunctions
  23096.0 ms  ✓ MLStyle
    555.4 ms  ✓ MLDataDevices → MLDataDevicesFillArraysExt
    613.3 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    632.1 ms  ✓ MLDataDevices → MLDataDevicesSparseArraysExt
    466.9 ms  ✓ Optimisers → OptimisersAdaptExt
    603.6 ms  ✓ Accessors → TestExt
    911.2 ms  ✓ SplittablesBase
   1357.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    470.0 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    513.9 ms  ✓ BangBang → BangBangTablesExt
    537.6 ms  ✓ BangBang → BangBangStructArraysExt
    547.4 ms  ✓ BangBang → BangBangChainRulesCoreExt
    774.4 ms  ✓ MicroCollections
    776.0 ms  ✓ DiffRules
   1801.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   2639.8 ms  ✓ JuliaVariables
   2797.7 ms  ✓ Transducers
    752.8 ms  ✓ Transducers → TransducersAdaptExt
   5809.5 ms  ✓ ChainRules
  15188.5 ms  ✓ StaticArrays
   3924.1 ms  ✓ ForwardDiff
    753.0 ms  ✓ MLDataDevices → MLDataDevicesChainRulesExt
    630.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
