nice: cannot set niceness: Permission denied
Precompiling packages...
    419.7 ms  ✓ Reexport
    447.9 ms  ✓ DataAPI
    578.3 ms  ✓ Statistics
    539.1 ms  ✓ ConstructionBase
    849.7 ms  ✓ SciMLPublic
   1356.1 ms  ✓ Baselet
    452.4 ms  ✓ RealDot
    542.9 ms  ✓ PrettyPrint
    466.6 ms  ✓ DataValueInterfaces
    553.3 ms  ✓ StaticArraysCore
   1417.7 ms  ✓ IrrationalConstants
    513.4 ms  ✓ StatsAPI
    911.8 ms  ✓ SuiteSparse_jll
    756.8 ms  ✓ Requires
    727.6 ms  ✓ EnzymeCore
    405.1 ms  ✓ Future
    660.7 ms  ✓ OrderedCollections
    497.7 ms  ✓ InverseFunctions
   1916.1 ms  ✓ UnsafeAtomics
    450.9 ms  ✓ HashArrayMappedTries
   1502.9 ms  ✓ ShowCases
    699.7 ms  ✓ ADTypes
    508.4 ms  ✓ CompositionsBase
    659.5 ms  ✓ ProgressLogging
    746.3 ms  ✓ Serialization
    703.1 ms  ✓ DocStringExtensions
   5653.8 ms  ✓ MacroTools
    486.6 ms  ✓ DefineSingletons
    493.7 ms  ✓ Unicode
    592.0 ms  ✓ AbstractFFTs
    485.4 ms  ✓ ArgCheck
   1240.9 ms  ✓ InitialValues
    439.2 ms  ✓ PtrArrays
    662.1 ms  ✓ OpenLibm_jll
    497.5 ms  ✓ Mmap
    425.5 ms  ✓ IteratorInterfaceExtensions
   1129.0 ms  ✓ FillArrays
    504.5 ms  ✓ Missings
    486.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    448.6 ms  ✓ NameResolution
    489.2 ms  ✓ DiffResults
    487.2 ms  ✓ Adapt
   1394.6 ms  ✓ InteractiveUtils
    412.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    526.5 ms  ✓ ScopedValues
    937.9 ms  ✓ Atomix
    422.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    429.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1758.5 ms  ✓ DataStructures
    633.9 ms  ✓ LogExpFunctions
    544.0 ms  ✓ CommonSubexpressions
    409.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    574.0 ms  ✓ Compat
    510.1 ms  ✓ AliasTables
   2535.9 ms  ✓ Distributed
    553.9 ms  ✓ NaNMath
    409.6 ms  ✓ TableTraits
    544.2 ms  ✓ DelimitedFiles
   2069.0 ms  ✓ Preferences
    510.4 ms  ✓ FillArrays → FillArraysStatisticsExt
    574.0 ms  ✓ GPUArraysCore
    459.5 ms  ✓ EnzymeCore → AdaptExt
   4232.5 ms  ✓ SparseArrays
    737.2 ms  ✓ SimpleTraits
   1610.4 ms  ✓ Setfield
    573.4 ms  ✓ SortingAlgorithms
    423.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    435.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2273.2 ms  ✓ IRTools
   1048.0 ms  ✓ Tables
    690.3 ms  ✓ JLLWrappers
    552.1 ms  ✓ PrecompileTools
    703.9 ms  ✓ Statistics → SparseArraysExt
    748.5 ms  ✓ SuiteSparse
   2945.6 ms  ✓ Accessors
    848.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
    694.7 ms  ✓ Adapt → AdaptSparseArraysExt
    610.3 ms  ✓ ContextVariablesX
    772.3 ms  ✓ Functors
   1722.1 ms  ✓ ChainRulesCore
    938.5 ms  ✓ StructArrays
   1061.4 ms  ✓ MLCore
    803.9 ms  ✓ OpenSpecFun_jll
    674.7 ms  ✓ SparseInverseSubset
