nice: cannot set niceness: Permission denied
Precompiling packages...
    393.2 ms  ✓ Reexport
    391.5 ms  ✓ DataValueInterfaces
    541.1 ms  ✓ ConstructionBase
    440.2 ms  ✓ CommonSolve
    438.9 ms  ✓ LaTeXStrings
    603.0 ms  ✓ Statistics
   1347.3 ms  ✓ IrrationalConstants
    542.9 ms  ✓ StaticArraysCore
    862.4 ms  ✓ SuiteSparse_jll
    476.2 ms  ✓ BinaryHeaps
    705.0 ms  ✓ EnzymeCore
    503.4 ms  ✓ Adapt
    855.2 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
    468.1 ms  ✓ DataAPI
    456.2 ms  ✓ SciMLPublic
    444.2 ms  ✓ Future
    440.1 ms  ✓ FastPower
    462.6 ms  ✓ CompositionsBase
    539.9 ms  ✓ InverseFunctions
    483.1 ms  ✓ EnumX
    498.0 ms  ✓ ExprTools
    447.1 ms  ✓ ConcreteStructs
    654.4 ms  ✓ OpenLibm_jll
    625.5 ms  ✓ OrderedCollections
    676.9 ms  ✓ ADTypes
    660.4 ms  ✓ Serialization
    613.2 ms  ✓ DocStringExtensions
    437.0 ms  ✓ IteratorInterfaceExtensions
    486.5 ms  ✓ FastClosures
    732.5 ms  ✓ LoggingExtras
   5476.5 ms  ✓ MacroTools
   1419.6 ms  ✓ InteractiveUtils
    619.5 ms  ✓ Compat
   2325.2 ms  ✓ Crayons
   1048.0 ms  ✓ LazyArtifacts
   3762.0 ms  ✓ FunctionWrappers
    494.6 ms  ✓ DiffResults
    607.1 ms  ✓ ArrayInterface
    563.6 ms  ✓ GPUArraysCore
    455.2 ms  ✓ EnzymeCore → AdaptExt
   2291.8 ms  ✓ Preferences
    547.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    467.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    546.0 ms  ✓ NaNMath
    436.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    417.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    473.3 ms  ✓ RuntimeGeneratedFunctions
   1044.2 ms  ✓ DifferentiationInterface
    431.8 ms  ✓ TableTraits
    636.3 ms  ✓ LogExpFunctions
    420.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    558.3 ms  ✓ CommonSubexpressions
    462.8 ms  ✓ Compat → CompatLinearAlgebraExt
    647.1 ms  ✓ FastBroadcast
   2553.6 ms  ✓ Distributed
    454.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    420.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    720.8 ms  ✓ MaybeInplace
    655.2 ms  ✓ PrecompileTools
    777.3 ms  ✓ JLLWrappers
    893.9 ms  ✓ SciMLLogging
    415.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    782.8 ms  ✓ TruncatedStacktraces
   4293.2 ms  ✓ SparseArrays
    445.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    890.2 ms  ✓ Tables
   1409.6 ms  ✓ Setfield
   2572.8 ms  ✓ Accessors
   2771.0 ms  ✓ FindFirstFunctions
   2754.4 ms  ✓ RecipesBase
   5159.8 ms  ✓ StringManipulation
   4315.3 ms  ✓ MuladdMacro
    921.9 ms  ✓ SciMLStructures
    859.3 ms  ✓ OpenSpecFun_jll
   1590.5 ms  ✓ PreallocationTools
   1347.9 ms  ✓ IntelOpenMP_jll
    890.5 ms  ✓ AMD
   1496.8 ms  ✓ oneTBB_jll
   4551.8 ms  ✓ FunctionWrappersWrappers
    583.2 ms  ✓ Adapt → AdaptSparseArraysExt
    601.9 ms  ✓ Statistics → SparseArraysExt
    598.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    602.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    598.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   6685.5 ms  ✓ Krylov
    851.3 ms  ✓ FiniteDiff
    822.2 ms  ✓ Accessors → LinearAlgebraExt
   8881.1 ms  ✓ SparseMatrixColorings
    650.9 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   3467.9 ms  ✓ SpecialFunctions
    750.0 ms  ✓ RespecializeParams
   1718.0 ms  ✓ MKL_jll
    772.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
